"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BH","Biglari Holdings Inc.","85.8","$195.24M","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bh",
"BH.A","Biglari Holdings Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bh.a",
"BHVN","Biohaven Pharmaceutical Holding Company Ltd.","38.1","$1.99B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhvn",
"BIO","Bio-Rad Laboratories, Inc.","333.34","$9.93B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bio",
"BIO.B","Bio-Rad Laboratories, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bio.b",
"BITA","Bitauto Holdings Limited","12.05","$845.51M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/bita",
"BJ","BJ&#39;s Wholesale Club Holdings, Inc.","26.16","$3.58B","2018","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/bj",
"BKH","Black Hills Corporation","78.07","$4.77B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkh",
"BKI","Black Knight, Inc.","62.51","$9.35B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bki",
"BSM","Black Stone Minerals, L.P.","14.08","$2.9B","2015","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bsm",
"BB","BlackBerry Limited","6.76","$3.71B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bb",
"BGIO","BlackRock 2022 Global Income Opportunity Trust","9.4","$208.01M","2017","n/a","n/a","https://www.nasdaq.com/symbol/bgio",
"BFZ","BlackRock California Municipal Income Trust","13.9","$443.45M","2001","n/a","n/a","https://www.nasdaq.com/symbol/bfz",
"CII","Blackrock Capital and Income Strategies Fund Inc","15.47","$682.56M","2004","n/a","n/a","https://www.nasdaq.com/symbol/cii",
"BHK","Blackrock Core Bond Trust","14.64","$789.61M","2001","n/a","n/a","https://www.nasdaq.com/symbol/bhk",
"HYT","Blackrock Corporate High Yield Fund, Inc.","10.56","$1.29B","2003","n/a","n/a","https://www.nasdaq.com/symbol/hyt",
"BTZ","BlackRock Credit Allocation Income Trust","13.77","$1.43B","2006","n/a","n/a","https://www.nasdaq.com/symbol/btz",
"DSU","Blackrock Debt Strategies Fund, Inc.","10.72","$535.86M","1998","n/a","n/a","https://www.nasdaq.com/symbol/dsu",
"BGR","BlackRock Energy and Resources Trust","10.42","$310.78M","2004","n/a","n/a","https://www.nasdaq.com/symbol/bgr",
"BDJ","Blackrock Enhanced Equity Dividend Trust","8.86","$1.66B","2005","n/a","n/a","https://www.nasdaq.com/symbol/bdj",
"EGF","Blackrock Enhanced Government Fund, Inc","12.92","$67.97M","2005","n/a","n/a","https://www.nasdaq.com/symbol/egf",
"FRA","Blackrock Floating Rate Income Strategies Fund Inc","12.49","$456.84M","2003","n/a","n/a","https://www.nasdaq.com/symbol/fra",
"BFO","Blackrock Florida Municipal 2020 Term Trust","14.43","$80.18M","2003","n/a","n/a","https://www.nasdaq.com/symbol/bfo",
"BGT","Blackrock Global","12.12","$281.24M","2004","n/a","n/a","https://www.nasdaq.com/symbol/bgt",
"BOE","Blackrock Global","10.25","$689.85M","2005","n/a","n/a","https://www.nasdaq.com/symbol/boe",
"BME","Blackrock Health Sciences Trust","37.6","$392.97M","2005","n/a","n/a","https://www.nasdaq.com/symbol/bme",
"BAF","BlackRock Income Investment Quality Trust","14.47","$126.6M","2002","n/a","n/a","https://www.nasdaq.com/symbol/baf",
"BKT","BlackRock Income Trust Inc. (The)","6.05","$385.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bkt",
"BGY","BLACKROCK INTERNATIONAL, LTD.","5.41","$581.72M","2007","n/a","n/a","https://www.nasdaq.com/symbol/bgy",
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)","15.74","$270.51M","1993","n/a","n/a","https://www.nasdaq.com/symbol/bkn",
"BTA","BlackRock Long-Term Municipal Advantage Trust","13.12","$176.1M","2006","n/a","n/a","https://www.nasdaq.com/symbol/bta",
"BZM","BlackRock Maryland Municipal Bond Trust","14.38","$29.93M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bzm",
"MHE","BlackRock Massachusetts Tax-Exempt Trust","13.03","$30.89M","1993","n/a","n/a","https://www.nasdaq.com/symbol/mhe",
"BIT","BlackRock Multi-Sector Income Trust","17.05","$640.02M","2013","n/a","n/a","https://www.nasdaq.com/symbol/bit",
"MUI","Blackrock Muni Intermediate Duration Fund Inc","14.71","$563.34M","2003","n/a","n/a","https://www.nasdaq.com/symbol/mui",
"MNE","Blackrock Muni New York Intermediate Duration Fund Inc","14.81","$62.35M","2003","n/a","n/a","https://www.nasdaq.com/symbol/mne",
"MUA","Blackrock MuniAssets Fund, Inc.","15.62","$562.83M","1993","n/a","n/a","https://www.nasdaq.com/symbol/mua",
"BKK","Blackrock Municipal 2020 Term Trust","15.07","$304.97M","2003","n/a","n/a","https://www.nasdaq.com/symbol/bkk",
"BBK","Blackrock Municipal Bond Trust","15.93","$167.63M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bbk",
"BBF","BlackRock Municipal Income Investment Trust","14.1","$144.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbf",
"BYM","Blackrock Municipal Income Quality Trust","14.2","$374.97M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bym",
"BFK","BlackRock Municipal Income Trust","14.16","$634.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfk",
"BLE","BlackRock Municipal Income Trust II","15.47","$364.01M","2002","n/a","n/a","https://www.nasdaq.com/symbol/ble",
"BTT","BlackRock Municipal Target Term Trust Inc. (The)","24.05","$1.7B","2012","n/a","n/a","https://www.nasdaq.com/symbol/btt",
"MEN","Blackrock MuniEnhanced Fund, Inc.","11.53","$342.23M","1989","n/a","n/a","https://www.nasdaq.com/symbol/men",
"MUC","Blackrock MuniHoldings California Quality Fund,  Inc.","14.32","$587.16M","1998","n/a","n/a","https://www.nasdaq.com/symbol/muc",
"MUH","Blackrock MuniHoldings Fund II, Inc.","15.2613","$173.01M","1998","n/a","n/a","https://www.nasdaq.com/symbol/muh",
"MHD","Blackrock MuniHoldings Fund, Inc.","16.55","$234.86M","1997","n/a","n/a","https://www.nasdaq.com/symbol/mhd",
"MFL","Blackrock MuniHoldings Investment Quality Fund","13.64","$516.9M","1997","n/a","n/a","https://www.nasdaq.com/symbol/mfl",
"MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc.","14.34","$432.41M","1998","n/a","n/a","https://www.nasdaq.com/symbol/muj",
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.","13.77","$428.69M","1997","n/a","n/a","https://www.nasdaq.com/symbol/mhn",
"MUE","Blackrock MuniHoldings Quality Fund II, Inc.","12.9","$290.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mue",
"MUS","Blackrock MuniHoldings Quality Fund, Inc.","12.77","$166.24M","1998","n/a","n/a","https://www.nasdaq.com/symbol/mus",
"MVT","Blackrock MuniVest Fund II, Inc.","15.06","$321.14M","1993","n/a","n/a","https://www.nasdaq.com/symbol/mvt",
"MYC","Blackrock MuniYield California Fund, Inc.","14.69","$314.65M","1992","n/a","n/a","https://www.nasdaq.com/symbol/myc",
"MCA","Blackrock MuniYield California Insured Fund, Inc.","14.63","$503.36M","1992","n/a","n/a","https://www.nasdaq.com/symbol/mca",
"MYD","Blackrock MuniYield Fund, Inc.","14.89","$698.2M","1991","n/a","n/a","https://www.nasdaq.com/symbol/myd",
"MYF","Blackrock MuniYield Investment Fund","14.62","$200.33M","1992","n/a","n/a","https://www.nasdaq.com/symbol/myf",
"MFT","Blackrock MuniYield Investment QualityFund","13.68","$115.97M","1992","n/a","n/a","https://www.nasdaq.com/symbol/mft",
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.","14.33","$423.86M","1992","n/a","n/a","https://www.nasdaq.com/symbol/miy",
"MYJ","Blackrock MuniYield New Jersey Fund, Inc.","15.19","$366.96M","1992","n/a","n/a","https://www.nasdaq.com/symbol/myj",
"MYN","Blackrock MuniYield New York Quality Fund, Inc.","13.16","$520.96M","1992","n/a","n/a","https://www.nasdaq.com/symbol/myn",
"MPA","Blackrock MuniYield Pennsylvania Quality Fund","14.48","$193.22M","1992","n/a","n/a","https://www.nasdaq.com/symbol/mpa",
"MQT","Blackrock MuniYield Quality Fund II, Inc.","13.09","$295.28M","1992","n/a","n/a","https://www.nasdaq.com/symbol/mqt",
"MYI","Blackrock MuniYield Quality Fund III, Inc.","13.73","$935.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/myi",
"MQY","Blackrock MuniYield Quality Fund, Inc.","15.04","$461.91M","1992","n/a","n/a","https://www.nasdaq.com/symbol/mqy",
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","14.27","$185.17M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bny",
"BQH","Blackrock New York Municipal Bond Trust","14.8499","$41.58M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bqh",
"BSE","Blackrock New York Municipal Income Quality Trust","13.9","$90.62M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bse",
"BFY","BlackRock New York Municipal Income Trust II","14.25","$71.33M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bfy",
"BCX","BlackRock Resources","7.44","$693.9M","2011","n/a","n/a","https://www.nasdaq.com/symbol/bcx",
"BST","BlackRock Science and Technology Trust","32.49","$729.51M","2014","n/a","n/a","https://www.nasdaq.com/symbol/bst",
"BSTZ","BlackRock Science and Technology Trust II","20.57","$1.44B","2019","n/a","n/a","https://www.nasdaq.com/symbol/bstz",
"BSD","BlackRock Strategic Municipal Trust Inc. (The)","14.67","$107.21M","1999","n/a","n/a","https://www.nasdaq.com/symbol/bsd",
"BUI","BlackRock Utility, Infrastructure & Power Opportun","23.4","$398.45M","2011","n/a","n/a","https://www.nasdaq.com/symbol/bui",
"BHV","BlackRock Virginia Municipal Bond Trust","16.6301","$26.7M","2002","n/a","n/a","https://www.nasdaq.com/symbol/bhv",
"BLK","BlackRock, Inc.","415.82","$64.62B","1999","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/blk",
"BGB","Blackstone / GSO Strategic Credit Fund","14.33","$640.04M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bgb",
"BGX","Blackstone GSO Long Short Credit Income Fund","16.15","$205.14M","2011","n/a","n/a","https://www.nasdaq.com/symbol/bgx",
"BSL","Blackstone GSO Senior Floating Rate Term Fund","16.41","$250.57M","2010","n/a","n/a","https://www.nasdaq.com/symbol/bsl",
"BE","Bloom Energy Corporation","4.45","$517.72M","2018","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/be",
"APRN","Blue Apron Holdings, Inc.","7.03","$91.99M","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/aprn",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","8.25","$72.39M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/bcrh",
"BXG","Bluegreen Vacations Corporation","9.13","$679.69M","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/bxg",
"BXC","BlueLinx Holdings Inc.","28.08","$262.97M","2004","Capital Goods","Wholesale Distributors","https://www.nasdaq.com/symbol/bxc",
"DCF","BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund","9.58","$143.33M","2017","n/a","n/a","https://www.nasdaq.com/symbol/dcf",
"DHF","BNY Mellon High Yield Strategies Fund","3.06","$222.49M","1998","n/a","n/a","https://www.nasdaq.com/symbol/dhf",
"DMB","BNY Mellon Municipal Bond Infrastructure Fund, Inc","14.33","$263.41M","2013","n/a","n/a","https://www.nasdaq.com/symbol/dmb",
"DSM","BNY Mellon Strategic Municipal Bond Fund, Inc.","8.54","$421.62M","1989","n/a","n/a","https://www.nasdaq.com/symbol/dsm",
"LEO","BNY Mellon Strategic Municipals, Inc.","8.6","$534.88M","1987","n/a","n/a","https://www.nasdaq.com/symbol/leo",
"BA","Boeing Company (The)","354.42","$199.44B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/ba",
"BCC","Boise Cascade, L.L.C.","30","$1.17B","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bcc",
"BCEI","Bonanza Creek Energy, Inc.","21.36","$440.74M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bcei",
"BOOT","Boot Barn Holdings, Inc.","31.79","$905.27M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","75.41","$10.57B","2010","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/bah",
"BWA","BorgWarner Inc.","32.32","$6.67B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/bwa",
"BORR","Borr Drilling Limited","5.19","$582.72M","2019","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/borr",
"SAM","Boston Beer Company, Inc. (The)","411.1","$4.98B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/sam",
"BXP","Boston Properties, Inc.","128.8","$19.91B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","25.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","41.67","$58.05B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",
"BOX","Box, Inc.","14.85","$2.18B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",
"BYD","Boyd Gaming Corporation","23.44","$2.61B","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/byd",
"BPMP","BP Midstream Partners LP","14.85","$1.56B","2017","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","36.95","$125.5B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","8.39","$179.55M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bpt",
"BRC","Brady Corporation","45.95","$2.43B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/brc",
"BHR","Braemar Hotels & Resorts Inc.","8.6","$282.96M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bhr",
"BHR^B","Braemar Hotels & Resorts Inc.","19.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bhr^b",
"BHR^D","Braemar Hotels & Resorts Inc.","26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bhr^d",
"BDN","Brandywine Realty Trust","14.42","$2.54B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bdn",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","11.87","$249.15M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bwg",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.99","$214.67M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lnd",
"BRFS","BRF S.A.","9.02","$7.32B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/brfs",
"BGG","Briggs & Stratton Corporation","4.44","$186.73M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bgg",
"MNRL","Brigham Minerals, Inc.","19.53","$991.64M","2019","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mnrl",
"BFAM","Bright Horizons Family Solutions Inc.","163.36","$9.51B","2013","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","8.42","$1.04B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bedu",
"BSA","BrightSphere Investment Group Inc.","25.0228","n/a","2016","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group Inc.","9.06","$829.83M","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsig",
"BV","BrightView Holdings, Inc.","17.67","$1.85B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bv",
"EAT","Brinker International, Inc.","38.14","$1.43B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","73.39","$3.67B","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","48.04","$78.58B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",
"BTI","British American Tobacco p.l.c.","35.24","$80.83B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","18.67","$5.56B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brx",
"BR","Broadridge Financial Solutions, Inc.","128.35","$14.67B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/br",
"BKD","Brookdale Senior Living Inc.","7.81","$1.45B","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","51.68","$51.46B","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","32.14","$2.6B","2016","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","19.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","13.1465","$177.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","46.74","$13.71B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/bip",
"RA","Brookfield Real Assets Income Fund Inc.","22.33","$814.51M","2016","n/a","n/a","https://www.nasdaq.com/symbol/ra",
"BEP","Brookfield Renewable Partners L.P.","37.11","$6.64B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BRO","Brown & Brown, Inc.","36.53","$10.27B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Apartments Corp.","14.36","$228.28M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","45.17","$3.87B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bc",
"BC^A","Brunswick Corporation","27.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bc^a",
"BC^B","Brunswick Corporation","27.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bc^b",
"BC^C","Brunswick Corporation","26.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bc^c",
"BT","BT Group plc","9.98","$19.72B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","40.66","$6.26B","1986","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","18.94","$932.3M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","15.31","$3.89B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","2.39","$36.16M","2004","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","53.36","$7.55B","2001","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","200.59","$13.31B","2013","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","59.44","$5.66B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","16.76","$638.8M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/by",
"CJ","C&J Energy Services, Inc","9.27","$109.55B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cj",
"GYB","CABCO Series 2004-101 Trust","21.18","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","6.1774","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfh",
"CABO","Cable One, Inc.","1299.27","$7.41B","2015","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","38.85","$2.24B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","17.02","$7.12B","1990","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","220.99","$5.5B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","25.59","$1.92B","2018","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","14.88","$1.92B","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cade",
"CAE","CAE Inc","25.33","$6.74B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","20.83","$362.85M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","26.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","25.8604","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^b",
"CAL","Caleres, Inc.","20.33","$858.42M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/cal",
"CRC","California Resources Corporation","8.29","$406.25M","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","56.92","$2.74B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","5.82","$322.66M","2010","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","17.23","$1.62B","1992","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","3.78","$862.99M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpe",
"CBM","Cambrex Corporation","59.56","$2B","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbm",
"CPT","Camden Property Trust","108.86","$10.54B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","8.72","$3.45B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","45.43","$13.68B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","7.4","$651.77M","2016","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cwh",
"GOOS","Canada Goose Holdings Inc.","36.5","$2.17B","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","77","$34.26B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","90.87","$65.49B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","23.3","$27.69B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","234.76","$32.65B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cp",
"CANG","Cango Inc.","5.04","$763.08M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cang",
"CNNE","Cannae Holdings, Inc.","27.6","$1.99B","2017","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cnne",
"CTST","CannTrust Holdings Inc.","1.64","$232.03M","2019","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/ctst",
"CAJ","Canon, Inc.","25.88","$27.53B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/caj",
"CGC","Canopy Growth Corporation","24.88","$8.62B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cgc",
"CMD","Cantel Medical Corp.","88.35","$3.69B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cmd",
"COF","Capital One Financial Corporation","85.35","$40.14B","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/cof",
"COF^C","Capital One Financial Corporation","25.47","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cof^c",
"COF^D","Capital One Financial Corporation","25.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^d",
"COF^F","Capital One Financial Corporation","26.04","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^f",
"COF^G","Capital One Financial Corporation","25.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","26.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^h",
"COF^P","Capital One Financial Corporation","25.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^p",
"CSU","Capital Senior Living Corporation","4.2","$132.13M","1997","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","34.98","$4.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxmt",
"CPRI","Capri Holdings Limited","25.57","$3.88B","2011","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/cpri",
"CMO","Capstead Mortgage Corporation","7.09","$670.76M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","25.375","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmo^e",
"CRR","Carbo Ceramics, Inc.","1.6","$47M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/crr",
"CAH","Cardinal Health, Inc.","43.3","$12.91B","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/cah",
"CRCM","Care.com, Inc.","9.69","$317.49M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/crcm",
"CSL","Carlisle Companies Incorporated","141.82","$8.03B","n/a","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","82.56","$13.67B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","43.67","$31.28B","1987","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","42.3","$30.16B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/cuk",
